Brand,Model,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Maruti,Maruti Swift Vdi BSIII,220000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,20000,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Petrol Titanium BSIV,19000,Petrol,Individual,Manual,First Owner
Fiat,Fiat Grande Punto Active (Diesel),95000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra KUV 100 mFALCON G80 K2,30000,Petrol,Individual,Manual,First Owner
Tata,Tata New Safari DICOR 2.2 VX 4x4,42655,Diesel,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXL,43000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX 8 STR BSIV,70000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Magna,55000,Petrol,Individual,Manual,First Owner
Fiat,Fiat Punto 1.3 Active,80000,Diesel,Individual,Manual,Second Owner
Renault,Renault KWID 1.0,55000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 VTVT E Plus,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ritz VDi,80000,Diesel,Individual,Manual,First Owner
Audi,Audi Q5 2.0 TFSI Quattro,110000,Petrol,Individual,Automatic,First Owner
Hyundai,Hyundai i10 Sportz 1.2,60000,Petrol,Individual,Manual,Third Owner
Tata,Tata Tiago 1.2 Revotron XZ,30000,Petrol,Individual,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxL,80000,Diesel,Individual,Manual,Second Owner
Skoda,Skoda Rapid 1.6 MPI Elegance,90000,Petrol,Individual,Manual,First Owner
Maruti,Maruti 800 Std BSIII,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi Asta,70000,Diesel,Individual,Manual,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,110000,Diesel,Individual,Manual,First Owner
Nissan,Nissan Sunny XL,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift VDI,156000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 GX 7 STR,180000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Eeco 5 Seater AC BSIV,25000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX,120000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio S5 BSIV,11000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID AMT,40000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDI,26000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,30000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Fortuner 4x2 Manual,50000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T6 Plus,20000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,30000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,78000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,40000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX VTVT,100000,Petrol,Individual,Manual,First Owner
Honda,Honda City 1.5 V MT,70000,Petrol,Individual,Manual,Third Owner
Hyundai,Hyundai Elantra CRDi SX,30000,Diesel,Individual,Manual,Second Owner
Honda,Honda City 1.5 V AT Exclusive,77000,Petrol,Individual,Automatic,Third Owner
Volkswagen,Volkswagen Vento Diesel Highline,150000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,69000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova Crysta 2.8 GX AT BSIV,120000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Ritz VDi,120000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Getz 1.3 GLS,110000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra XUV500 AT W8 FWD,70000,Diesel,Individual,Automatic,First Owner
Mahindra,Mahindra Quanto C6,110000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo LX Dicor,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Magna,44000,Petrol,Individual,Manual,First Owner
Honda,Honda City 1.5 S MT,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX VTVT (O),50000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai i10 Magna,50000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Enjoy TCDi LT 7 Seater,146000,Diesel,Individual,Manual,First Owner
Tata,Tata Tiago 1.2 Revotron XTA,15000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Alto K10 VXI,60000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa SX,35000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,80000,Diesel,Individual,Manual,First Owner
Tata,Tata Nano Lx,90000,Petrol,Individual,Manual,First Owner
Honda,Honda City 1.5 S MT,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,62000,Petrol,Individual,Manual,Second Owner
Ford,Ford Ecosport 1.5 Petrol Titanium Plus AT,10000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,80000,CNG,Individual,Manual,Fourth & Above Owner
Hyundai,Hyundai i20 Sportz 1.2,35000,Petrol,Individual,Manual,Second Owner
Renault,Renault Duster 85PS Diesel RxL,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,10000,Diesel,Dealer,Automatic,First Owner
Audi,Audi A4 3.0 TDI Quattro,86000,Diesel,Dealer,Automatic,First Owner
BMW,BMW X5 xDrive 30d xLine,30000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX,52600,Diesel,Individual,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIV,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,19890,Petrol,Dealer,Automatic,First Owner
Maruti,Maruti Swift ZXI BSIV,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Ertiga VXI,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna AT,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet,Chevrolet Beat LT Option,41000,Petrol,Dealer,Manual,First Owner
Toyota,Toyota Fortuner 4x2 AT,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti,Maruti S-Cross Zeta DDiS 200 SH,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai i10 Magna,49824,Petrol,Dealer,Manual,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,58500,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Santro GS,56580,Petrol,Dealer,Manual,First Owner
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,52000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.6 VTVT SX,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Ignis 1.2 Sigma BSIV,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ignis 1.2 Sigma BSIV,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ertiga VDI,120000,Diesel,Individual,Manual,Third Owner
Tata,Tata Manza Aura Safire BS IV,60000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica GLS BS IV,90000,Petrol,Individual,Manual,Second Owner
Tata,Tata New Safari DICOR 2.2 EX 4x2,250000,Diesel,Individual,Manual,Second Owner
Ford,Ford Aspire Titanium Plus Diesel BSIV,15000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Eeco 7 Seater Standard BSIV,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,15000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON Sportz,55766,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI,117000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto LX,70000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,110000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Terrano XL 85 PS,100000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Terrano XL 85 PS,105000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 V Diesel 7-seater,182000,Diesel,Individual,Manual,Third Owner
Toyota,Toyota Corolla Altis Diesel D4DJ,95000,Diesel,Individual,Manual,Second Owner
Honda,Honda Amaze SX i-VTEC,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI Minor,76000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX,70000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat Diesel LT,46000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen LX,70000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Accent CRDi,120000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,25000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Esteem Lxi - BSIII,90000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,50000,Diesel,Individual,Manual,First Owner
Honda,Honda Jazz 1.5 VX i DTEC,24585,Diesel,Dealer,Manual,Test Drive Car
Maruti,Maruti Zen LX,70000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Etios GD SP,110000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai Santro Magna CNG BSIV,10000,CNG,Individual,Manual,First Owner
Fiat,Fiat Linea Emotion,100000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo Diesel Titanium,110000,Diesel,Individual,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,100000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Zen Estilo LXI BS IV,65000,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze EX i-Dtech,40000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Celerio X ZXI BSIV,13900,Petrol,Individual,Manual,First Owner
Tata,Tata Tigor 1.2 Revotron XZ Option,17563,Petrol,Individual,Manual,First Owner
Tata,Tata Zest Revotron 1.2T XE,15000,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,82000,Diesel,Individual,Manual,Second Owner
Ford,Ford Figo 1.5D Trend MT,40000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,173000,Diesel,Individual,Manual,Third Owner
Mahindra,Mahindra XUV500 W6 2WD,151000,Diesel,Individual,Manual,Second Owner
Honda,Honda Brio S MT,50000,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze E i-VTEC,15000,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze E i-DTEC,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Zeta 1.2,11000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 LXI CNG Optional,50000,CNG,Individual,Manual,First Owner
BMW,BMW X1 sDrive20d,120000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Wagon R LXI DUO BSIII,70000,LPG,Individual,Manual,Third Owner
Hyundai,Hyundai Grand i10 Sportz,90000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica Vista Quadrajet VX,185000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,25000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,117780,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi SX,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift DDiS VDI,120000,Diesel,Individual,Manual,First Owner
Skoda,Skoda Rapid 1.6 TDI Ambition,120000,Diesel,Individual,Manual,Third Owner
Audi,Audi Q3 2.0 TDI Quattro Premium Plus,110000,Diesel,Individual,Automatic,Second Owner
Hyundai,Hyundai EON Magna Plus,30000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,30000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio S4 4WD,60000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,25000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S10,55000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra XUV500 W10 2WD,20000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ertiga VDI,100000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,40000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Sonata AT Leather,80000,Petrol,Individual,Automatic,Third Owner
Hyundai,Hyundai Sonata 2.4L AT,80000,Petrol,Individual,Automatic,Fourth & Above Owner
Mahindra,Mahindra Bolero Power Plus SLX,35000,Diesel,Individual,Manual,First Owner
Nissan,Nissan X-Trail SLX MT,110000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo E8 ABS Airbag BSIV,160000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo TDI,125000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo GLS,62000,Petrol,Individual,Manual,Second Owner
Nissan,Nissan Micra Diesel XV,120000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Micra XL,33000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire LDI,80000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai,Hyundai i20 1.4 Sportz,35000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 CRDi Asta Option,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 Std Optional,5000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa SX,12000,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,81595,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Getz GLS ABS,22000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VXI Optional,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,40000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio 2.6 CRDe SLE,70000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Kicks XL D BSIV,4000,Diesel,Individual,Manual,First Owner
BMW,BMW 3 Series 320d Luxury Line,24000,Diesel,Individual,Automatic,First Owner
Honda,Honda Amaze VX i-VTEC,13500,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ritz VDI (ABS) BS IV,40000,Diesel,Individual,Manual,First Owner
Honda,Honda Jazz 1.2 VX i VTEC,9700,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,62000,Petrol,Individual,Manual,Second Owner
Honda,Honda BR-V i-DTEC VX MT,24000,Diesel,Dealer,Manual,First Owner
Honda,Honda WR-V i-DTEC VX,13000,Diesel,Dealer,Manual,First Owner
Tata,Tata Nano Std BSII,50000,Petrol,Individual,Manual,Third Owner
Honda,Honda BR-V i-VTEC VX MT,36000,Petrol,Dealer,Manual,First Owner
Honda,Honda BR-V i-DTEC VX MT,40000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Elite i20 Petrol Asta Option,27000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI,40000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.2,80000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio 2.6 CRDe,221000,Diesel,Individual,Manual,Third Owner
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,80000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ritz VDi,119000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 G4 Diesel 7-seater,190000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Celerio ZXI AT,25000,Petrol,Individual,Automatic,First Owner
Nissan,Nissan Micra XL,28740,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 LXI,48500,Petrol,Individual,Manual,First Owner
Nissan,Nissan Sunny XL,110000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift VXI,30000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica Vista TDI LX,120000,Diesel,Individual,Manual,Second Owner
Volvo,Volvo XC60 D5 Inscription,130000,Diesel,Individual,Automatic,First Owner
Toyota,Toyota Innova 2.5 G4 Diesel 7-seater,140000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX CRDi (O),90000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI Minor ABS,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Omni BSIII 8-STR W/ IMMOBILISER,50000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Esteem Vxi - BSIII,60000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,15000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Celerio VXI,45000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing XG,80000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Wagon R AMT VXI Option,15000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Swift Dzire VDI,20000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LX,37000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,80000,Diesel,Individual,Manual,First Owner
Ambassador,Ambassador Classic 2000 Dsz,120000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,Maruti Ciaz Sigma BSIV,20000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo 1.5D Titanium MT,25000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.2 Magna,96000,Petrol,Individual,Manual,Third Owner
Hyundai,Hyundai i20 Asta (o),54000,Petrol,Dealer,Manual,Second Owner
Chevrolet,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,53000,Petrol,Dealer,Manual,First Owner
Fiat,Fiat Linea 1.3 Emotion,65000,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Beat LT,43000,Petrol,Dealer,Manual,First Owner
Ford,Ford Figo 1.2P Titanium Plus MT,42000,Petrol,Dealer,Manual,First Owner
Skoda,Skoda Superb Elegance 2.0 TDI CR AT,73000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Era,29000,Petrol,Dealer,Manual,First Owner
Tata,Tata Safari Storme EX,95000,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Sail 1.2 Base,25000,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento 1.0 TSI Highline Plus,53000,Petrol,Dealer,Manual,Second Owner
Ford,Ford Classic 1.6 Duratec LXI,20000,Petrol,Dealer,Manual,First Owner
Honda,Honda Brio 1.2 S MT,57000,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Cruze LTZ,52000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Zen Estilo LXI BSIII,40000,Petrol,Individual,Manual,First Owner
Honda,Honda Brio 1.2 S MT,47000,Petrol,Dealer,Manual,First Owner
Honda,Honda City 1.5 V MT,47000,Petrol,Dealer,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 CRDi SX,73000,Diesel,Dealer,Manual,First Owner
Honda,Honda Brio V MT,42000,Petrol,Dealer,Manual,Second Owner
Hyundai,Hyundai EON D Lite Plus,60000,Petrol,Dealer,Manual,Third Owner
Chevrolet,Chevrolet Beat Diesel LT,50000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI Optional,120000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen LX,70000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra,Mahindra Bolero Power Plus SLX,25000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ertiga ZXI AT Petrol,11000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Swift Dzire VXI,80000,Petrol,Individual,Manual,First Owner
Maruti,Maruti 800 Std,80000,Petrol,Individual,Manual,Fourth & Above Owner
Ford,Ford Fiesta Titanium 1.5 TDCi,75000,Diesel,Individual,Manual,Second Owner
BMW,BMW 5 Series 525d Sedan,45000,Diesel,Individual,Automatic,Third Owner
Mahindra,Mahindra Bolero SLX,100000,Diesel,Individual,Manual,Second Owner
Honda,Honda City i DTEC E,60000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indica Vista Quadrajet LS,160000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Creta 1.6 Gamma SX Plus,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto K10 VXI,80000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio 1.99 S10,60000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 VXI,60000,Petrol,Individual,Manual,Second Owner
Ford,Ford Figo Aspire 1.5 TDCi Trend,148620,Diesel,Dealer,Manual,First Owner
Maruti,Maruti SX4 ZDI,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Elite i20 Diesel Asta Option,42000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDI SX Option,40000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Optra Magnum 2.0 LT,150000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti S-Cross Alpha DDiS 200 SH,30000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,90000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra,Mahindra TUV 300 T6 Plus,120000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Quanto C4,80000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indica Vista Aura 1.3 Quadrajet BSIV,80000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indigo GLX,50000,Petrol,Individual,Manual,Third Owner
Hyundai,Hyundai Santro LP zipPlus,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti SX4 ZXI AT,120000,Petrol,Individual,Automatic,Second Owner
Volkswagen,Volkswagen Vento 1.5 TDI Comfortline AT,70000,Diesel,Individual,Automatic,First Owner
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,55300,Diesel,Dealer,Automatic,First Owner
Tata,Tata Indica Vista Quadrajet 90 VX,74300,Diesel,Dealer,Manual,First Owner
Honda,Honda City VX MT,48781,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,87620,Diesel,Dealer,Automatic,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT,40219,Diesel,Dealer,Automatic,First Owner
Honda,Honda Jazz VX,11473,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Eeco 5 Seater AC BSIV,8352,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI AMT1.2BSIV,9745,Petrol,Dealer,Automatic,First Owner
Hyundai,Hyundai Grand i10 Asta,9748,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo 1.0 MPI Trendline,49000,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Creta 1.6 CRDi SX Option,20694,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta Option,31080,Petrol,Dealer,Manual,First Owner
